,start_session,end_session,user_id,sex,platform,category,consultation,cons_duration,number_of_products,basket_amount
2251,2024-10-23 01:07:06,2024-10-23 01:40:13,5134822,М,desktop,одежда и обувь,True,13,2,4645
2252,2024-10-23 01:10:19,2024-10-23 01:40:12,5645874,М,mobile,все для дома,True,9,6,1818
2253,2024-10-23 01:12:18,2024-10-23 01:41:02,4447237,М,desktop,детские товары,False,0,4,18743
2254,2024-10-23 01:31:56,2024-10-23 02:11:16,5382264,Ж,mobile,все для дома,True,12,5,2955
2255,2024-10-23 01:48:20,2024-10-23 02:22:27,2567527,Ж,mobile,одежда и обувь,False,0,5,4559
2256,2024-10-23 01:52:35,2024-10-23 02:22:27,6242942,М,mobile,канцелярия,False,0,5,456
2257,2024-10-23 02:18:33,2024-10-23 02:42:37,6389309,Ж,mobile,детские товары,False,0,2,1306
2258,2024-10-23 02:26:38,2024-10-23 03:04:40,5151763,Ж,desktop,товары для животных,False,0,6,1569
2259,2024-10-23 02:33:07,2024-10-23 03:08:08,6762875,Ж,desktop,детские товары,False,0,2,1408
2260,2024-10-23 02:50:02,2024-10-23 03:17:09,1514192,М,mobile,одежда и обувь,True,13,4,9456
2261,2024-10-23 02:56:21,2024-10-23 03:17:19,3317847,Ж,mobile,одежда и обувь,False,0,2,12184
2262,2024-10-23 03:17:30,2024-10-23 03:45:56,3390772,Ж,mobile,одежда и обувь,False,0,6,46637
2263,2024-10-23 03:19:25,2024-10-23 03:33:36,2916709,Ж,desktop,одежда и обувь,False,0,3,12630
2264,2024-10-23 03:45:54,2024-10-23 04:08:39,1222032,М,desktop,детские товары,False,0,2,1770
2265,2024-10-23 03:46:44,2024-10-23 04:07:57,5073172,Ж,desktop,одежда и обувь,False,0,5,13143
2266,2024-10-23 03:51:03,2024-10-23 04:15:50,5937583,Ж,mobile,электроника,True,8,4,23869
2267,2024-10-23 04:01:50,2024-10-23 04:23:11,2087807,М,mobile,красота и здоровье,False,0,1,1935
2268,2024-10-23 04:27:33,2024-10-23 04:41:44,4194112,Ж,mobile,детские товары,False,0,3,18218
2269,2024-10-23 04:27:34,2024-10-23 04:39:24,6264546,М,desktop,все для дома,False,0,3,7912
2270,2024-10-23 04:28:16,2024-10-23 05:04:09,1299391,М,desktop,красота и здоровье,False,0,1,945
2271,2024-10-23 04:50:39,2024-10-23 05:25:23,2549569,Ж,mobile,канцелярия,False,0,1,512
2272,2024-10-23 04:57:34,2024-10-23 05:20:53,4607504,М,mobile,одежда и обувь,False,0,3,2731
2273,2024-10-23 05:13:46,2024-10-23 05:29:04,6556720,Ж,mobile,канцелярия,True,7,6,2774
2274,2024-10-23 05:17:13,2024-10-23 05:49:10,7377045,Ж,desktop,детские товары,False,0,6,1274
2275,2024-10-23 05:22:27,2024-10-23 05:36:24,3305233,Ж,mobile,одежда и обувь,False,0,6,13803
2276,2024-10-23 05:25:13,2024-10-23 05:40:08,7963270,М,desktop,красота и здоровье,False,0,5,638
2277,2024-10-23 05:47:27,2024-10-23 06:16:30,8493674,М,mobile,детские товары,True,13,1,3261
2278,2024-10-23 05:57:29,2024-10-23 06:12:27,1134762,Ж,desktop,детские товары,True,6,6,26974
2279,2024-10-23 06:24:17,2024-10-23 06:56:30,5982624,М,desktop,одежда и обувь,True,10,4,5634
2280,2024-10-23 06:37:35,2024-10-23 07:11:36,1822268,М,desktop,канцелярия,False,0,2,840
2281,2024-10-23 06:38:37,2024-10-23 07:09:44,5874212,М,desktop,канцелярия,False,0,3,6848
2282,2024-10-23 06:52:44,2024-10-23 07:20:54,7291201,Ж,mobile,одежда и обувь,False,0,2,4929
2283,2024-10-23 07:16:14,2024-10-23 07:31:59,2797659,Ж,mobile,одежда и обувь,True,6,3,10795
2284,2024-10-23 07:40:13,2024-10-23 07:56:56,7628686,Ж,mobile,все для дома,True,5,6,13346
2285,2024-10-23 07:46:04,2024-10-23 08:18:56,3071499,М,mobile,детские товары,True,10,5,36765
2286,2024-10-23 08:07:24,2024-10-23 08:36:57,6335275,М,desktop,одежда и обувь,True,13,3,2598
2287,2024-10-23 08:16:03,2024-10-23 08:35:17,6190751,М,desktop,электроника,False,0,5,2862
2288,2024-10-23 08:37:39,2024-10-23 09:16:34,3917738,М,desktop,канцелярия,True,17,1,783
2289,2024-10-23 08:47:33,2024-10-23 09:08:19,8881689,Ж,mobile,детские товары,False,0,3,4244
2290,2024-10-23 08:53:11,2024-10-23 09:06:00,8848123,Ж,mobile,одежда и обувь,True,4,1,6159
2291,2024-10-23 09:21:42,2024-10-23 09:52:57,7970750,Ж,desktop,все для дома,False,0,3,5189
2292,2024-10-23 09:40:34,2024-10-23 10:11:08,1040515,М,mobile,красота и здоровье,False,0,2,289
2293,2024-10-23 10:04:33,2024-10-23 10:26:06,7396817,Ж,desktop,одежда и обувь,False,0,6,10357
2294,2024-10-23 10:20:06,2024-10-23 10:59:22,3823862,М,mobile,все для дома,False,0,2,1263
2295,2024-10-23 10:32:59,2024-10-23 10:43:24,1623733,Ж,desktop,детские товары,False,0,3,740
2296,2024-10-23 10:33:11,2024-10-23 11:06:49,5482561,М,mobile,одежда и обувь,False,0,4,182
2297,2024-10-23 10:45:31,2024-10-23 10:56:49,4640838,Ж,mobile,все для дома,False,0,4,14075
2298,2024-10-23 11:06:27,2024-10-23 11:17:55,6487620,Ж,mobile,детские товары,True,5,5,21216
2299,2024-10-23 11:19:23,2024-10-23 11:33:20,7723349,Ж,desktop,электроника,False,0,3,45827
2300,2024-10-23 11:26:04,2024-10-23 12:03:52,4786838,М,desktop,одежда и обувь,False,0,5,13364
2301,2024-10-23 11:54:05,2024-10-23 12:33:04,8401500,М,mobile,детские товары,True,18,4,5811
2302,2024-10-23 11:57:12,2024-10-23 12:23:15,7646046,М,desktop,все для дома,False,0,4,4873
2303,2024-10-23 12:10:14,2024-10-23 12:21:57,4314666,М,mobile,товары для животных,True,3,4,145
2304,2024-10-23 12:12:47,2024-10-23 12:49:46,5570629,Ж,mobile,все для дома,True,15,6,339
2305,2024-10-23 12:38:54,2024-10-23 13:18:09,1906723,М,mobile,детские товары,False,0,4,199
2306,2024-10-23 13:07:14,2024-10-23 13:27:23,7586396,М,desktop,все для дома,True,8,6,13732
2307,2024-10-23 13:13:19,2024-10-23 13:36:08,3453546,Ж,mobile,одежда и обувь,False,0,6,485
2308,2024-10-23 13:35:20,2024-10-23 13:57:14,1080437,М,mobile,все для дома,True,9,1,2007
2309,2024-10-23 13:42:30,2024-10-23 14:16:21,2315542,Ж,mobile,одежда и обувь,False,0,6,11079
2310,2024-10-23 14:06:29,2024-10-23 14:34:22,8562275,Ж,mobile,красота и здоровье,True,11,3,3177
2311,2024-10-23 14:09:20,2024-10-23 14:23:49,1225513,Ж,mobile,канцелярия,False,0,5,4012
2312,2024-10-23 14:18:54,2024-10-23 14:58:24,4644973,М,desktop,товары для животных,False,0,5,2818
2313,2024-10-23 14:26:05,2024-10-23 14:38:47,7380066,М,desktop,все для дома,False,0,4,5458
2314,2024-10-23 14:48:28,2024-10-23 15:20:42,4031998,М,desktop,все для дома,False,0,5,3307
2315,2024-10-23 15:07:59,2024-10-23 15:35:01,5491033,Ж,desktop,детские товары,False,0,3,16368
2316,2024-10-23 15:32:47,2024-10-23 15:54:20,3251083,М,desktop,одежда и обувь,False,0,1,3918
2317,2024-10-23 15:35:35,2024-10-23 16:08:36,2217907,Ж,mobile,одежда и обувь,False,0,3,11847
2318,2024-10-23 15:43:48,2024-10-23 15:57:49,8612358,Ж,mobile,одежда и обувь,True,5,1,174
2319,2024-10-23 15:57:54,2024-10-23 16:24:49,3584327,Ж,mobile,красота и здоровье,False,0,5,4273
2320,2024-10-23 16:12:49,2024-10-23 16:22:54,2385952,Ж,mobile,все для дома,True,3,4,6683
2321,2024-10-23 16:26:01,2024-10-23 17:05:06,3538697,Ж,mobile,электроника,False,0,4,45730
2322,2024-10-23 16:33:33,2024-10-23 17:13:16,1151749,М,mobile,красота и здоровье,False,0,6,5355
2323,2024-10-23 16:50:24,2024-10-23 17:08:33,4504139,Ж,mobile,детские товары,True,8,1,166
2324,2024-10-23 17:02:19,2024-10-23 17:19:26,4509112,М,mobile,красота и здоровье,True,7,1,635
2325,2024-10-23 17:13:04,2024-10-23 17:23:37,7861938,Ж,mobile,красота и здоровье,False,0,3,2520
2326,2024-10-23 17:22:37,2024-10-23 17:59:08,4321973,М,desktop,электроника,True,12,6,45864
2327,2024-10-23 17:47:58,2024-10-23 18:27:08,2634675,Ж,mobile,красота и здоровье,False,0,6,1388
2328,2024-10-23 18:04:28,2024-10-23 18:25:31,8955360,Ж,desktop,электроника,False,0,4,13473
2329,2024-10-23 18:05:49,2024-10-23 18:45:07,4845472,Ж,mobile,канцелярия,False,0,1,645
2330,2024-10-23 18:11:12,2024-10-23 18:27:09,4744507,Ж,desktop,детские товары,True,6,6,13179
2331,2024-10-23 18:27:04,2024-10-23 18:45:31,2899644,Ж,desktop,одежда и обувь,False,0,5,254
2332,2024-10-23 18:32:39,2024-10-23 18:51:00,6285220,М,mobile,одежда и обувь,True,6,2,11657
2333,2024-10-23 18:37:23,2024-10-23 18:49:29,3079783,Ж,desktop,детские товары,True,4,4,21188
2334,2024-10-23 18:54:11,2024-10-23 19:14:53,8686102,М,desktop,одежда и обувь,False,0,6,3440
2335,2024-10-23 19:05:47,2024-10-23 19:20:08,5810934,Ж,desktop,красота и здоровье,False,0,3,2966
2336,2024-10-23 19:07:00,2024-10-23 19:17:15,3668620,М,mobile,канцелярия,False,0,5,6635
2337,2024-10-23 19:33:39,2024-10-23 19:55:57,3257071,Ж,mobile,одежда и обувь,True,8,6,33479
2338,2024-10-23 19:45:34,2024-10-23 19:55:46,4684407,М,desktop,одежда и обувь,False,0,3,13585
2339,2024-10-23 20:05:31,2024-10-23 20:27:30,3119192,М,desktop,электроника,True,9,3,21629
2340,2024-10-23 20:18:10,2024-10-23 20:58:09,3756347,М,desktop,одежда и обувь,True,17,1,1851
2341,2024-10-23 20:46:29,2024-10-23 21:23:30,7428147,Ж,mobile,все для дома,True,16,4,5096
2342,2024-10-23 20:47:08,2024-10-23 21:13:13,3982747,Ж,desktop,все для дома,False,0,2,1078
2343,2024-10-23 20:55:20,2024-10-23 21:27:03,1246501,М,desktop,одежда и обувь,True,13,6,18043
2344,2024-10-23 21:21:35,2024-10-23 21:33:53,3115795,Ж,mobile,красота и здоровье,True,5,4,5488
2345,2024-10-23 21:22:12,2024-10-23 21:54:52,6715420,М,desktop,все для дома,False,0,1,157
2346,2024-10-23 21:47:03,2024-10-23 22:10:47,1832373,Ж,desktop,все для дома,False,0,4,10612
2347,2024-10-23 21:55:47,2024-10-23 22:31:56,2416655,Ж,desktop,детские товары,True,17,5,28056
2348,2024-10-23 22:00:04,2024-10-23 22:17:01,1645622,М,mobile,одежда и обувь,True,6,4,14676
2349,2024-10-23 22:28:24,2024-10-23 22:59:38,8052093,М,mobile,детские товары,True,14,6,5114
2350,2024-10-23 22:39:40,2024-10-23 23:03:11,1437266,М,desktop,одежда и обувь,False,0,5,6272
2351,2024-10-23 22:54:26,2024-10-23 23:17:10,4188157,Ж,desktop,канцелярия,True,10,2,938
2352,2024-10-23 22:56:33,2024-10-23 23:08:05,1126767,М,desktop,красота и здоровье,False,0,2,3742
2353,2024-10-23 23:06:29,2024-10-23 23:39:02,8314296,М,mobile,детские товары,False,0,5,41124
2354,2024-10-23 23:31:36,2024-10-23 23:57:08,1911918,М,mobile,красота и здоровье,True,8,3,397
2355,2024-10-23 23:57:15,2024-10-24 00:19:02,8216125,Ж,mobile,все для дома,True,9,6,6035
2356,2024-10-24 00:03:36,2024-10-24 00:37:05,4677436,М,desktop,одежда и обувь,False,0,6,42352
2357,2024-10-24 00:07:44,2024-10-24 00:29:36,8982371,М,mobile,красота и здоровье,True,10,3,190
2358,2024-10-24 00:12:57,2024-10-24 00:27:53,8125021,М,desktop,красота и здоровье,False,0,1,638
2359,2024-10-24 00:38:56,2024-10-24 01:11:50,1992290,М,mobile,одежда и обувь,False,0,2,5064
2360,2024-10-24 00:45:25,2024-10-24 01:17:35,8126150,Ж,mobile,одежда и обувь,True,12,1,1033
2361,2024-10-24 00:46:18,2024-10-24 01:18:54,3160779,Ж,desktop,товары для животных,False,0,3,326
2362,2024-10-24 00:51:22,2024-10-24 01:23:22,1860585,Ж,desktop,все для дома,False,0,1,1629
2363,2024-10-24 01:03:41,2024-10-24 01:23:13,3940021,М,desktop,красота и здоровье,True,6,4,8942
2364,2024-10-24 01:21:07,2024-10-24 01:32:41,7794196,М,desktop,все для дома,True,4,2,894
2365,2024-10-24 01:45:25,2024-10-24 02:01:07,3044326,М,desktop,детские товары,True,6,2,11865
2366,2024-10-24 02:07:35,2024-10-24 02:42:29,8281246,М,mobile,детские товары,True,11,4,4246
2367,2024-10-24 02:17:57,2024-10-24 02:41:43,5990776,Ж,mobile,одежда и обувь,False,0,5,7259
2368,2024-10-24 02:41:04,2024-10-24 03:03:23,2587728,М,desktop,детские товары,True,7,5,529
2369,2024-10-24 03:07:03,2024-10-24 03:22:13,2062328,М,mobile,все для дома,False,0,1,561
2370,2024-10-24 03:35:46,2024-10-24 03:56:05,2941095,М,desktop,красота и здоровье,True,7,6,5825
2371,2024-10-24 04:03:34,2024-10-24 04:24:10,6757069,Ж,mobile,все для дома,False,0,6,9501
2372,2024-10-24 04:16:48,2024-10-24 04:30:54,3787916,М,desktop,детские товары,False,0,5,7206
2373,2024-10-24 04:33:17,2024-10-24 04:58:16,8702785,Ж,desktop,одежда и обувь,True,8,2,1087
2374,2024-10-24 04:44:41,2024-10-24 05:03:08,7239630,Ж,desktop,одежда и обувь,False,0,3,9127
2375,2024-10-24 04:46:31,2024-10-24 05:18:23,5715477,М,desktop,канцелярия,True,12,4,232
2376,2024-10-24 05:12:06,2024-10-24 05:27:46,4672930,М,mobile,товары для животных,True,7,2,521
2377,2024-10-24 05:28:05,2024-10-24 06:00:50,7351234,М,mobile,одежда и обувь,False,0,6,14609
2378,2024-10-24 05:50:40,2024-10-24 06:05:24,7719056,М,mobile,одежда и обувь,True,6,2,25688
2379,2024-10-24 06:15:09,2024-10-24 06:45:30,2557496,М,desktop,все для дома,False,0,2,5160
2380,2024-10-24 06:28:22,2024-10-24 07:03:46,8198040,Ж,desktop,одежда и обувь,False,0,4,29581
2381,2024-10-24 06:44:49,2024-10-24 07:00:24,8862222,М,desktop,одежда и обувь,False,0,6,25249
2382,2024-10-24 07:07:49,2024-10-24 07:27:39,1013316,Ж,desktop,одежда и обувь,True,8,6,12742
2383,2024-10-24 07:33:36,2024-10-24 07:48:53,4400897,Ж,desktop,электроника,True,5,6,33863
2384,2024-10-24 07:56:04,2024-10-24 08:20:51,5377684,Ж,mobile,одежда и обувь,False,0,5,3124
2385,2024-10-24 08:10:51,2024-10-24 08:48:21,1612806,Ж,desktop,одежда и обувь,False,0,1,2921
2386,2024-10-24 08:37:06,2024-10-24 09:10:46,7723683,Ж,desktop,канцелярия,True,12,2,112
2387,2024-10-24 08:53:58,2024-10-24 09:09:25,5258673,Ж,mobile,красота и здоровье,False,0,2,944
2388,2024-10-24 09:06:54,2024-10-24 09:30:24,1415985,Ж,desktop,все для дома,False,0,4,7694
2389,2024-10-24 09:26:36,2024-10-24 10:03:00,6201553,М,mobile,одежда и обувь,False,0,1,510
2390,2024-10-24 09:33:51,2024-10-24 10:04:33,8407679,Ж,desktop,одежда и обувь,False,0,4,40210
2391,2024-10-24 09:51:25,2024-10-24 10:25:49,5446277,М,desktop,все для дома,True,10,5,155
2392,2024-10-24 09:55:46,2024-10-24 10:27:56,7265868,Ж,mobile,все для дома,True,12,5,28362
2393,2024-10-24 10:05:22,2024-10-24 10:15:50,3352981,Ж,desktop,все для дома,False,0,4,597
2394,2024-10-24 10:26:38,2024-10-24 11:00:32,4795331,Ж,desktop,красота и здоровье,False,0,2,476
2395,2024-10-24 10:35:35,2024-10-24 10:53:42,2435337,М,mobile,детские товары,True,7,4,5040
2396,2024-10-24 10:45:25,2024-10-24 11:18:11,5684733,М,mobile,одежда и обувь,True,11,5,4572
2397,2024-10-24 10:57:44,2024-10-24 11:09:48,7298927,М,mobile,товары для животных,False,0,6,498
2398,2024-10-24 11:22:12,2024-10-24 11:36:48,7265868,Ж,desktop,детские товары,True,5,3,6533
2399,2024-10-24 11:49:44,2024-10-24 12:03:11,3288028,Ж,mobile,одежда и обувь,False,0,2,3794
2400,2024-10-24 11:53:35,2024-10-24 12:22:52,5829030,Ж,mobile,одежда и обувь,False,0,4,15596
2401,2024-10-24 12:10:51,2024-10-24 12:40:11,2002458,М,mobile,все для дома,True,12,2,617
2402,2024-10-24 12:30:41,2024-10-24 12:53:58,1573306,Ж,desktop,одежда и обувь,False,0,3,9288
2403,2024-10-24 12:33:46,2024-10-24 13:00:53,4412740,М,desktop,одежда и обувь,True,9,3,9725
2404,2024-10-24 12:53:23,2024-10-24 13:06:42,6415766,Ж,mobile,электроника,False,0,5,5524
2405,2024-10-24 12:53:57,2024-10-24 13:20:50,2470110,Ж,mobile,детские товары,False,0,2,2331
2406,2024-10-24 13:08:52,2024-10-24 13:40:19,2836034,Ж,desktop,красота и здоровье,False,0,6,11591
2407,2024-10-24 13:22:22,2024-10-24 13:33:51,6351727,М,desktop,все для дома,True,5,4,10785
2408,2024-10-24 13:37:23,2024-10-24 13:52:31,6896572,М,mobile,одежда и обувь,True,5,4,15112
2409,2024-10-24 14:04:00,2024-10-24 14:22:08,2261225,М,mobile,все для дома,False,0,3,4195
2410,2024-10-24 14:15:12,2024-10-24 14:25:54,1312681,М,mobile,одежда и обувь,True,3,1,2297
2411,2024-10-24 14:18:43,2024-10-24 14:30:34,8903678,М,desktop,детские товары,False,0,3,627
2412,2024-10-24 14:26:55,2024-10-24 14:40:46,1388196,Ж,desktop,канцелярия,True,6,5,1662
2413,2024-10-24 14:36:08,2024-10-24 15:05:11,1581297,Ж,desktop,детские товары,False,0,3,6434
2414,2024-10-24 14:41:28,2024-10-24 14:53:29,4090098,Ж,mobile,одежда и обувь,False,0,3,1184
2415,2024-10-24 14:55:51,2024-10-24 15:24:58,6147037,М,mobile,все для дома,True,14,2,5555
2416,2024-10-24 15:23:33,2024-10-24 16:02:49,2139927,М,desktop,детские товары,True,19,2,1269
2417,2024-10-24 15:30:18,2024-10-24 16:00:12,7394160,Ж,mobile,одежда и обувь,False,0,6,40582
2418,2024-10-24 15:41:15,2024-10-24 16:15:59,3042816,Ж,desktop,все для дома,True,14,1,519
2419,2024-10-24 15:49:37,2024-10-24 16:28:05,1197234,Ж,desktop,одежда и обувь,True,18,1,1151
2420,2024-10-24 15:58:00,2024-10-24 16:17:32,4304330,М,mobile,канцелярия,False,0,3,83
2421,2024-10-24 16:25:18,2024-10-24 16:45:55,3041113,М,mobile,все для дома,True,10,2,2268
2422,2024-10-24 16:31:37,2024-10-24 16:59:07,5474073,Ж,mobile,одежда и обувь,False,0,4,36803
2423,2024-10-24 16:45:13,2024-10-24 17:21:17,3381511,М,mobile,детские товары,False,0,5,10002
2424,2024-10-24 16:49:59,2024-10-24 17:10:33,5627751,Ж,desktop,товары для животных,False,0,3,143
2425,2024-10-24 17:03:42,2024-10-24 17:40:05,8392815,Ж,mobile,товары для животных,False,0,5,1408
2426,2024-10-24 17:22:23,2024-10-24 18:00:54,6205253,Ж,desktop,детские товары,False,0,1,3015
2427,2024-10-24 17:27:47,2024-10-24 17:59:37,4203947,Ж,desktop,детские товары,False,0,5,26706
2428,2024-10-24 17:32:56,2024-10-24 18:09:21,3556403,Ж,desktop,одежда и обувь,True,13,3,4573
2429,2024-10-24 17:59:14,2024-10-24 18:31:36,4501277,М,mobile,все для дома,False,0,4,12193
2430,2024-10-24 18:16:13,2024-10-24 18:31:06,6014477,М,mobile,детские товары,False,0,2,2682
2431,2024-10-24 18:33:38,2024-10-24 18:46:57,5562161,М,mobile,одежда и обувь,False,0,3,5082
2432,2024-10-24 18:54:08,2024-10-24 19:04:56,6107992,М,mobile,одежда и обувь,False,0,6,37011
2433,2024-10-24 19:05:36,2024-10-24 19:27:26,3207799,М,desktop,все для дома,True,9,6,6116
2434,2024-10-24 19:10:58,2024-10-24 19:39:35,2434347,М,mobile,одежда и обувь,True,11,3,4131
2435,2024-10-24 19:35:48,2024-10-24 19:50:26,8881820,Ж,desktop,товары для животных,True,6,3,1148
2436,2024-10-24 19:38:47,2024-10-24 20:10:59,7073830,М,mobile,все для дома,False,0,3,5445
2437,2024-10-24 19:57:49,2024-10-24 20:25:59,1042338,Ж,mobile,одежда и обувь,True,12,3,5555
2438,2024-10-24 20:19:01,2024-10-24 20:58:49,1042338,Ж,desktop,детские товары,False,0,4,1482
2439,2024-10-24 20:44:11,2024-10-24 21:09:20,2031256,М,mobile,детские товары,True,9,3,99
2440,2024-10-24 20:48:19,2024-10-24 21:15:24,7710354,Ж,mobile,канцелярия,True,8,4,381
2441,2024-10-24 21:04:22,2024-10-24 21:37:57,2746125,Ж,desktop,красота и здоровье,False,0,6,8656
2442,2024-10-24 21:18:17,2024-10-24 21:52:56,5666431,М,desktop,одежда и обувь,False,0,1,4803
2443,2024-10-24 21:19:33,2024-10-24 21:34:52,8163260,Ж,desktop,все для дома,False,0,1,947
2444,2024-10-24 21:47:00,2024-10-24 22:05:17,8887009,М,mobile,все для дома,False,0,2,4793
2445,2024-10-24 22:14:05,2024-10-24 22:39:15,2158492,М,desktop,красота и здоровье,True,11,3,186
2446,2024-10-24 22:30:11,2024-10-24 23:04:08,7343013,М,mobile,канцелярия,False,0,5,1024
2447,2024-10-24 22:50:20,2024-10-24 23:12:07,8568981,Ж,mobile,все для дома,True,8,2,698
2448,2024-10-24 23:05:45,2024-10-24 23:26:52,2187285,Ж,mobile,одежда и обувь,False,0,6,15713
2449,2024-10-24 23:32:42,2024-10-25 00:05:35,4056197,Ж,desktop,канцелярия,True,14,4,142
2450,2024-10-24 23:34:45,2024-10-24 23:45:40,8514870,М,mobile,одежда и обувь,False,0,1,1700
2451,2024-10-24 23:58:44,2024-10-25 00:36:54,3258912,Ж,desktop,красота и здоровье,True,17,6,3956
2452,2024-10-25 00:09:34,2024-10-25 00:33:24,5806697,М,desktop,одежда и обувь,True,11,3,371
2453,2024-10-25 00:14:11,2024-10-25 00:54:10,5274375,М,desktop,детские товары,True,19,5,10832
2454,2024-10-25 00:35:20,2024-10-25 01:09:29,4071872,Ж,mobile,одежда и обувь,False,0,3,2088
2455,2024-10-25 00:40:39,2024-10-25 01:10:45,3277712,М,desktop,одежда и обувь,False,0,2,4471
2456,2024-10-25 00:42:53,2024-10-25 01:20:13,3057464,Ж,desktop,красота и здоровье,True,11,6,2721
2457,2024-10-25 00:53:22,2024-10-25 01:10:22,6634657,Ж,mobile,одежда и обувь,False,0,1,2998
2458,2024-10-25 00:59:56,2024-10-25 01:22:58,1767021,Ж,mobile,одежда и обувь,False,0,6,8030
2459,2024-10-25 01:09:33,2024-10-25 01:37:19,2467680,Ж,mobile,электроника,False,0,2,10058
2460,2024-10-25 01:35:28,2024-10-25 02:10:53,8357432,М,mobile,все для дома,True,16,4,3503
2461,2024-10-25 01:50:35,2024-10-25 02:03:03,5538609,Ж,mobile,красота и здоровье,False,0,5,18465
2462,2024-10-25 01:54:56,2024-10-25 02:06:46,5399350,М,desktop,детские товары,True,5,3,14303
2463,2024-10-25 02:13:11,2024-10-25 02:30:14,4061932,М,mobile,все для дома,True,6,1,428
2464,2024-10-25 02:32:18,2024-10-25 02:47:59,7917526,М,desktop,детские товары,False,0,5,18854
2465,2024-10-25 02:44:13,2024-10-25 03:03:22,7842743,Ж,mobile,одежда и обувь,False,0,1,4601
2466,2024-10-25 02:48:56,2024-10-25 03:16:45,6877222,Ж,desktop,детские товары,True,8,6,35407
2467,2024-10-25 03:06:10,2024-10-25 03:29:13,3595227,Ж,desktop,красота и здоровье,False,0,5,2250
2468,2024-10-25 03:24:18,2024-10-25 04:01:06,5336437,М,desktop,детские товары,True,13,2,12480
2469,2024-10-25 03:32:23,2024-10-25 03:45:15,8064417,М,desktop,красота и здоровье,True,5,3,4448
2470,2024-10-25 04:00:52,2024-10-25 04:34:08,3302080,Ж,mobile,детские товары,True,14,1,5449
2471,2024-10-25 04:20:28,2024-10-25 04:58:52,7417268,Ж,mobile,красота и здоровье,False,0,1,838
2472,2024-10-25 04:42:09,2024-10-25 05:03:14,1395722,М,desktop,красота и здоровье,True,9,2,985
2473,2024-10-25 04:52:25,2024-10-25 05:15:07,2362133,М,desktop,детские товары,True,9,5,832
2474,2024-10-25 05:08:38,2024-10-25 05:46:38,4564933,Ж,mobile,одежда и обувь,True,14,5,174
2475,2024-10-25 05:33:33,2024-10-25 05:48:19,1151822,Ж,mobile,одежда и обувь,False,0,6,24620
2476,2024-10-25 05:38:28,2024-10-25 05:59:27,6930491,М,mobile,детские товары,False,0,4,35455
2477,2024-10-25 05:46:46,2024-10-25 06:07:32,4275439,М,mobile,все для дома,True,9,2,129
2478,2024-10-25 05:51:52,2024-10-25 06:13:42,5976157,М,mobile,детские товары,False,0,1,2590
2479,2024-10-25 05:54:14,2024-10-25 06:22:14,1245987,М,mobile,электроника,True,11,2,51270
2480,2024-10-25 06:10:04,2024-10-25 06:46:43,8560683,Ж,mobile,детские товары,True,12,6,25459
2481,2024-10-25 06:15:57,2024-10-25 06:45:41,5214677,М,desktop,одежда и обувь,False,0,4,17138
2482,2024-10-25 06:29:36,2024-10-25 06:46:39,7012031,М,mobile,одежда и обувь,False,0,3,10527
2483,2024-10-25 06:48:21,2024-10-25 07:21:00,4885243,М,mobile,товары для животных,True,16,2,160
2484,2024-10-25 06:48:57,2024-10-25 07:15:00,7274822,М,desktop,все для дома,True,10,6,14816
2485,2024-10-25 06:56:57,2024-10-25 07:22:24,7453029,М,mobile,все для дома,True,7,5,1337
2486,2024-10-25 07:15:32,2024-10-25 07:29:16,5373241,Ж,mobile,детские товары,False,0,2,559
2487,2024-10-25 07:36:30,2024-10-25 08:01:46,4192596,М,desktop,одежда и обувь,False,0,3,19433
2488,2024-10-25 07:49:57,2024-10-25 08:09:40,2613310,Ж,mobile,все для дома,False,0,6,5626
2489,2024-10-25 07:50:28,2024-10-25 08:12:57,5349670,Ж,mobile,все для дома,True,7,1,142
2490,2024-10-25 08:01:58,2024-10-25 08:40:56,4422581,Ж,mobile,все для дома,True,19,6,9778
2491,2024-10-25 08:07:16,2024-10-25 08:44:22,8317895,М,desktop,одежда и обувь,False,0,5,13610
2492,2024-10-25 08:25:06,2024-10-25 08:59:12,6088289,М,desktop,красота и здоровье,True,13,3,4668
2493,2024-10-25 08:42:49,2024-10-25 09:04:12,7298755,М,desktop,товары для животных,True,10,2,620
2494,2024-10-25 08:47:23,2024-10-25 09:02:57,4760793,Ж,mobile,все для дома,False,0,2,10022
2495,2024-10-25 08:51:57,2024-10-25 09:14:27,5816918,М,mobile,детские товары,True,8,1,740
2496,2024-10-25 09:00:46,2024-10-25 09:16:11,2867563,М,mobile,детские товары,False,0,1,294
2497,2024-10-25 09:29:26,2024-10-25 09:43:12,4081138,Ж,mobile,одежда и обувь,False,0,4,52592
2498,2024-10-25 09:57:53,2024-10-25 10:23:55,3517603,Ж,desktop,одежда и обувь,True,12,3,5017
2499,2024-10-25 10:24:12,2024-10-25 10:34:25,8534523,Ж,mobile,одежда и обувь,False,0,4,13200
2500,2024-10-25 10:50:05,2024-10-25 11:17:50,2448773,Ж,mobile,товары для животных,False,0,5,961
2501,2024-10-25 11:07:34,2024-10-25 11:19:07,8842024,М,mobile,одежда и обувь,True,3,2,705
2502,2024-10-25 11:28:45,2024-10-25 11:48:36,2270345,Ж,mobile,красота и здоровье,True,9,5,15775
